Peak_id	Chr	Start	End	log2FoldChange_ATAC	padj_ATAC	HOMER_annotation	HOMER_detailed_annotation	Overlaps_reg_region_of_this_gene_GREAT	dist_to_TSS_GREAT	abs_dist_to_TSS_GREAT	log2FoldChange_RNA	padj_RNA	both_rna_and_atac_sig	directionality_rna_vs_atac
A_19917	chr7	63522548	63523048	-1.00968276471495	0.00914509697862059	intron (NM_130880, intron 1 of 13)	intron (NM_130880, intron 1 of 13)	Otud7a	77797	77797	-0.0122454912110108	0.963931682920762	no	NA
A_19917	chr7	63522548	63523048	-1.00968276471495	0.00914509697862059	intron (NM_130880, intron 1 of 13)	intron (NM_130880, intron 1 of 13)	E030018B13Rik	-393809	393809	NA	NA	NA	NA
A_2001	chr1	106013693	106014193	-1.14811676113056	0.00412759324366849	intron (NM_001122675, intron 5 of 12)	intron (NM_001122675, intron 5 of 12)	Zcchc2	23287	23287	0.0346182276706413	0.657708714838733	no	NA
A_2001	chr1	106013693	106014193	-1.14811676113056	0.00412759324366849	intron (NM_001122675, intron 5 of 12)	intron (NM_001122675, intron 5 of 12)	Phlpp1	-157559	157559	-0.0554885891003712	0.684041781738625	no	NA
A_20331	chr7	89151311	89151811	-1.23407337927711	7.4949204689751e-05	intron (NM_028343, intron 10 of 14)	intron (NM_028343, intron 10 of 14)	Rab38	721038	721038	0.000276502977004995	NA	NA	NA
A_20331	chr7	89151311	89151811	-1.23407337927711	7.4949204689751e-05	intron (NM_028343, intron 10 of 14)	intron (NM_028343, intron 10 of 14)	Fzd4	-252544	252544	-0.16355072681711	0.309638458714756	no	NA
A_20671	chr7	110715501	110716001	-1.02221659859878	8.76585800682656e-06	Intergenic	Intergenic	Adm	87840	87840	-0.00701577608067905	0.704099858129609	no	NA
A_20671	chr7	110715501	110716001	-1.02221659859878	8.76585800682656e-06	Intergenic	Intergenic	Ampd3	-52205	52205	-0.0114247256798144	0.957290859590909	no	NA
A_21060	chr7	130953211	130953711	-0.953199018278432	0.0919018999512771	intron (NM_019564, intron 1 of 8)	LTR90B|LTR|LTR	Htra1	17100	17100	-0.0584672862827491	0.662615616598646	no	NA
A_21060	chr7	130953211	130953711	-0.953199018278432	0.0919018999512771	intron (NM_019564, intron 1 of 8)	LTR90B|LTR|LTR	Dmbt1	-78335	78335	NA	NA	NA	NA
A_21401	chr8	10899009	10899509	-1.21671918548997	4.41714395638875e-05	promoter-TSS (NR_102285)	promoter-TSS (NR_102285)	Myo16	745098	745098	-0.0525027916532275	0.561363293923958	no	NA
A_21401	chr8	10899009	10899509	-1.21671918548997	4.41714395638875e-05	promoter-TSS (NR_102285)	promoter-TSS (NR_102285)	Irs2	108949	108949	-0.0222115052773357	0.873672144577783	no	NA
A_21470	chr8	13529727	13530227	-0.937458560311256	0.00273434449531076	Intergenic	Intergenic	Gas6	-35237	35237	-0.0468026455218995	0.752643512401734	no	NA
A_21470	chr8	13529727	13530227	-0.937458560311256	0.00273434449531076	Intergenic	Intergenic	1700029H14Rik	32234	32234	NA	NA	NA	NA
A_21626	chr8	24987468	24987968	-1.00160886365474	0.00482744119777802	intron (NM_001270996, intron 11 of 21)	Lx4A|LINE|L1	Adam32	-38664	38664	NA	NA	NA	NA
A_21626	chr8	24987468	24987968	-1.00160886365474	0.00482744119777802	intron (NM_001270996, intron 11 of 21)	Lx4A|LINE|L1	Tm2d2	-29243	29243	0.00084995803505437	0.999722088192533	no	NA
A_21637	chr8	25240408	25240908	-0.768027140868807	0.00493125096540009	Intergenic	CpG	Plekha2	-138032	138032	-0.0183458885388722	0.863284896204352	no	NA
A_21637	chr8	25240408	25240908	-0.768027140868807	0.00493125096540009	Intergenic	CpG	Tacc1	15680	15680	0.0410621222801716	0.756669731356807	no	NA
A_21685	chr8	27030957	27031457	-0.6420882318034	0.0864330061567372	promoter-TSS (NM_001379178)	promoter-TSS (NM_001379178)	Erlin2	7696	7696	-0.238745841467444	0.176011681069559	no	NA
A_21685	chr8	27030957	27031457	-0.6420882318034	0.0864330061567372	promoter-TSS (NM_001379178)	promoter-TSS (NM_001379178)	Plpbp	-11098	11098	-0.0157389047439281	0.94570566578729	no	NA
A_22059	chr8	47268372	47268872	-0.579318347815094	0.0986365304229838	intron (NM_175162, intron 1 of 4)	MER5A|DNA|hAT-Charlie	Enpp6	281485	281485	-0.0129556840180613	0.863284896204352	no	NA
A_22059	chr8	47268372	47268872	-0.579318347815094	0.0986365304229838	intron (NM_175162, intron 1 of 4)	MER5A|DNA|hAT-Charlie	Stox2	144965	144965	0.0442696500256035	0.756669731356807	no	NA
A_22312	chr8	66494571	66495071	-1.00675517658409	0.000142696819470019	Intergenic	Intergenic	Tma16	-8041	8041	-0.0166106102136775	0.825855079424472	no	NA
A_22312	chr8	66494571	66495071	-1.00675517658409	0.000142696819470019	Intergenic	Intergenic	Tktl2	-16685	16685	NA	NA	NA	NA
A_22451	chr8	70552750	70553250	-0.762736311875725	0.0768676254830609	intron (NM_007924, intron 1 of 11)	intron (NM_007924, intron 1 of 11)	Ell	13293	13293	0.0122738991699376	0.951321391031876	no	NA
A_22451	chr8	70552750	70553250	-0.762736311875725	0.0768676254830609	intron (NM_007924, intron 1 of 11)	intron (NM_007924, intron 1 of 11)	Isyna1	-41123	41123	0.0101012750748009	0.968530705190314	no	NA
A_22452	chr8	70561660	70562160	-0.597926551005126	0.0737338577937507	intron (NM_007924, intron 1 of 11)	PB1D11|SINE|Alu	Ell	22203	22203	0.0122738991699376	0.951321391031876	no	NA
A_22452	chr8	70561660	70562160	-0.597926551005126	0.0737338577937507	intron (NM_007924, intron 1 of 11)	PB1D11|SINE|Alu	Isyna1	-32213	32213	0.0101012750748009	0.968530705190314	no	NA
A_22453	chr8	70583787	70584287	-1.13453095776657	2.99213843820776e-07	intron (NM_007924, intron 6 of 11)	intron (NM_007924, intron 6 of 11)	Ell	44330	44330	0.0122738991699376	0.951321391031876	no	NA
A_22453	chr8	70583787	70584287	-1.13453095776657	2.99213843820776e-07	intron (NM_007924, intron 6 of 11)	intron (NM_007924, intron 6 of 11)	Isyna1	-10086	10086	0.0101012750748009	0.968530705190314	no	NA
A_22474	chr8	70833532	70834032	-1.00691959965215	0.000446565637596701	Intergenic	Intergenic	Mast3	-28478	28478	0.00238440941212611	0.996808819006661	no	NA
A_22474	chr8	70833532	70834032	-1.00691959965215	0.000446565637596701	Intergenic	Intergenic	Arrdc2	5688	5688	-0.938105066584088	1.0267230615345e-09	yes	same
A_23550	chr8	120300484	120300984	-0.720417042176619	0.00686532878335997	Intergenic	Intergenic	Gse1	72028	72028	0.00927096172996112	0.968530705190314	no	NA
A_23550	chr8	120300484	120300984	-0.720417042176619	0.00686532878335997	Intergenic	Intergenic	Gins2	288320	288320	0.00504100521443465	0.958852656683338	no	NA
A_23605	chr8	122234004	122234504	-0.862291108543793	0.00405820141774636	intron (NM_001362883, intron 1 of 2)	intron (NM_001362883, intron 1 of 2)	Banp	284254	284254	0.00897118082084599	0.958852656683338	no	NA
A_23605	chr8	122234004	122234504	-0.862291108543793	0.00405820141774636	intron (NM_001362883, intron 1 of 2)	intron (NM_001362883, intron 1 of 2)	Zfp469	-24116	24116	0.00311144134741942	0.972955983308106	no	NA
A_23674	chr8	124265839	124266339	-0.898037133509375	0.0147290485817934	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	Taf5l	-244442	244442	-5.94101559736843e-05	0.999722088192533	no	NA
A_23674	chr8	124265839	124266339	-0.898037133509375	0.0147290485817934	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	Pgbd5	173319	173319	-0.0210238186214748	0.938645298916159	no	NA
A_23691	chr8	124585677	124586177	-0.995319212372917	0.00793026143948344	intron (NM_023709, intron 1 of 19)	intron (NM_023709, intron 1 of 19)	Capn9	9566	9566	NA	NA	NA	NA
A_23691	chr8	124585677	124586177	-0.995319212372917	0.00793026143948344	intron (NM_023709, intron 1 of 19)	intron (NM_023709, intron 1 of 19)	2310022B05Rik	77192	77192	-0.160533881123779	0.172473854661645	no	NA
A_23797	chr8	127719819	127720319	-0.995033900937074	0.0328967091514185	Intergenic	Intergenic	Pard3	655926	655926	0.00278692761185227	0.98719505796587	no	NA
A_23797	chr8	127719819	127720319	-0.995033900937074	0.0328967091514185	Intergenic	Intergenic	Nrp1	-638285	638285	0.0365833957335784	0.714685639118327	no	NA
A_23896	chr9	13597705	13598205	-0.64837544645758	0.0353563967398152	Intergenic	Intergenic	Maml2	299748	299748	-0.012025443365588	0.913100217720491	no	NA
A_23896	chr9	13597705	13598205	-0.64837544645758	0.0353563967398152	Intergenic	Intergenic	Mtmr2	-150205	150205	-0.047517888789016	0.6164287296306	no	NA
A_24378	chr9	40568032	40568532	-0.739985083148228	0.0360561990313217	Intergenic	Intergenic	Gramd1b	-36649	36649	0.00550572054005079	0.98557825549142	no	NA
A_24378	chr9	40568032	40568532	-0.739985083148228	0.0360561990313217	Intergenic	Intergenic	Clmp	-117430	117430	-0.000130995233634833	0.999722088192533	no	NA
A_24413	chr9	41766528	41767028	-0.976628244656651	0.0360318723890056	Intergenic	Intergenic	Ubash3b	-604840	604840	0.0166816603019511	0.951321391031876	no	NA
A_24413	chr9	41766528	41767028	-0.976628244656651	0.0360318723890056	Intergenic	Intergenic	Sorl1	357269	357269	0.0430868379325727	0.781984044668086	no	NA
A_24543	chr9	48723572	48724072	-1.04266339738428	0.000463502280421827	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Nnmt	-118419	118419	NA	NA	NA	NA
A_24543	chr9	48723572	48724072	-1.04266339738428	0.000463502280421827	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Zbtb16	112150	112150	-0.014149413201693	0.943164465277479	no	NA
A_24544	chr9	48736265	48736765	-0.873743409917234	0.00380350869296704	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Nnmt	-131112	131112	NA	NA	NA	NA
A_24544	chr9	48736265	48736765	-0.873743409917234	0.00380350869296704	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Zbtb16	99457	99457	-0.014149413201693	0.943164465277479	no	NA
A_24545	chr9	48737396	48737896	-0.741574295175852	0.090891907047839	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Nnmt	-132243	132243	NA	NA	NA	NA
A_24545	chr9	48737396	48737896	-0.741574295175852	0.090891907047839	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Zbtb16	98326	98326	-0.014149413201693	0.943164465277479	no	NA
A_24546	chr9	48740093	48740593	-0.617563732728019	0.086142640458316	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Nnmt	-134940	134940	NA	NA	NA	NA
A_24546	chr9	48740093	48740593	-0.617563732728019	0.086142640458316	intron (NM_001033324, intron 3 of 6)	intron (NM_001033324, intron 3 of 6)	Zbtb16	95629	95629	-0.014149413201693	0.943164465277479	no	NA
A_24628	chr9	52965658	52966158	-0.765972804955242	0.0999143231766416	Intergenic	Intergenic	AI593442	-285878	285878	-0.020124065625934	0.938645298916159	no	NA
A_24628	chr9	52965658	52966158	-0.765972804955242	0.0999143231766416	Intergenic	Intergenic	Ddx10	281895	281895	-0.00134152508546007	0.996808819006661	no	NA
A_24962	chr9	70665294	70665794	-0.824554544703643	0.0413604994714991	Intergenic	LTR88c|LTR|Gypsy?	Mindy2	-8120	8120	0.0464534949898259	0.737396267874433	no	NA
A_24962	chr9	70665294	70665794	-0.824554544703643	0.0413604994714991	Intergenic	LTR88c|LTR|Gypsy?	Adam10	-13203	13203	0.0429380274956794	0.753244787404398	no	NA
A_2525	chr1	136061318	136061818	-0.576083074213141	0.0803102887313982	intron (NM_001081023, intron 2 of 43)	intron (NM_001081023, intron 2 of 43)	Cacna1s	8568	8568	0.00299885463090135	0.92582875588397	no	NA
A_2525	chr1	136061318	136061818	-0.576083074213141	0.0803102887313982	intron (NM_001081023, intron 2 of 43)	intron (NM_001081023, intron 2 of 43)	Kif21b	-69571	69571	0.0175341854394927	0.940954270332384	no	NA
A_25426	chr9	96869977	96870477	-0.811312087270918	0.0306692902932907	intron (NM_001289645, intron 1 of 6)	intron (NM_001289645, intron 1 of 6)	Zbtb38	-117146	117146	0.0382828979095012	0.697263434994335	no	NA
A_25426	chr9	96869977	96870477	-0.811312087270918	0.0306692902932907	intron (NM_001289645, intron 1 of 6)	intron (NM_001289645, intron 1 of 6)	Pxylp1	22192	22192	0.0133008076397465	0.92989612131724	no	NA
A_25828	chr9	118179283	118179783	-0.69002562134693	0.0986365304229838	Intergenic	Intergenic	Cmc1	-29106	29106	-0.0120520596466498	0.896324698048395	no	NA
A_25828	chr9	118179283	118179783	-0.69002562134693	0.0986365304229838	Intergenic	Intergenic	Eomes	-298429	298429	0.0190841612047231	0.298084842438585	no	NA
A_26437	chr10	22000485	22000985	-1.10025297397452	2.73449195178835e-05	TTS (NM_001161849)	TTS (NM_001161849)	Sgk1	118301	118301	-1.11014566465024	0.00124889245166791	yes	same
A_26437	chr10	22000485	22000985	-1.10025297397452	2.73449195178835e-05	TTS (NM_001161849)	TTS (NM_001161849)	Semp2l2b	67094	67094	NA	NA	NA	NA
A_26461	chr10	23414072	23414572	-0.865374892583889	0.00482744119777802	Intergenic	Intergenic	Eya4	-63286	63286	-0.0025673926700131	0.979845173505451	no	NA
A_26461	chr10	23414072	23414572	-0.865374892583889	0.00482744119777802	Intergenic	Intergenic	Rps12	372703	372703	-0.0386994229903604	0.794606488700934	no	NA
A_26576	chr10	28133724	28134224	-0.658497631549257	0.0768676254830609	intron (NM_001359356, intron 1 of 30)	intron (NM_001359356, intron 1 of 30)	Ptprk	58904	58904	0.00557993635086457	0.979733168531473	no	NA
A_26576	chr10	28133724	28134224	-0.658497631549257	0.0768676254830609	intron (NM_001359356, intron 1 of 30)	intron (NM_001359356, intron 1 of 30)	Themis	-534136	534136	NA	NA	NA	NA
