ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
13700	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154467056	154467313	154467056	154467150	154467231	154467313
13701	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154467056	154467313	154467056	154467150	154467270	154467313
13702	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154467270	154467688	154467270	154467313	154467544	154467688
13703	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154467270	154467688	154467270	154467471	154467544	154467688
13704	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154467766	154468134	154467766	154468001	154468081	154468134
13705	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154468302	154468738	154468302	154468559	154468662	154468738
13706	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154468302	154468738	154468302	154468559	154468667	154468738
13707	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154468667	154468869	154468667	154468729	154468822	154468869
13708	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154468660	154468969	154468660	154468738	154468822	154468969
13709	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154469416	154469784	154469416	154469482	154469687	154469784
13710	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154469776	154470167	154469776	154469784	154469976	154470167
13711	"ENSG00000130827.6"	"PLXNA3"	chrX	+	154470846	154471317	154470846	154471009	154471104	154471317
13712	"ENSG00000203879.12"	"GDI1"	chrX	+	154438215	154438545	154438215	154438386	154438522	154438545
13713	"ENSG00000203879.12"	"GDI1"	chrX	+	154438005	154438630	154438005	154438081	154438522	154438630
13714	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438882	154438475	154438630	154438764	154438882
13715	"ENSG00000203879.12"	"GDI1"	chrX	+	154438522	154438882	154438522	154438630	154438782	154438882
13716	"ENSG00000203879.12"	"GDI1"	chrX	+	154438782	154439052	154438782	154438864	154439005	154439052
13717	"ENSG00000203879.12"	"GDI1"	chrX	+	154438782	154439251	154438782	154438882	154439005	154439251
13718	"ENSG00000203879.12"	"GDI1"	chrX	+	154439940	154440424	154439940	154440139	154440374	154440424
13719	"ENSG00000203879.12"	"GDI1"	chrX	+	154439940	154440424	154439940	154440139	154440375	154440424
13720	"ENSG00000203879.12"	"GDI1"	chrX	+	154441622	154442098	154441622	154441794	154442070	154442098
13721	"ENSG00000203879.12"	"GDI1"	chrX	+	154442070	154442428	154442070	154442255	154442373	154442428
13722	"ENSG00000203879.12"	"GDI1"	chrX	+	154442342	154442728	154442342	154442428	154442519	154442728
13723	"ENSG00000071553.18"	"ATP6AP1"	chrX	+	154431499	154431904	154431499	154431657	154431829	154431904
13724	"ENSG00000071553.18"	"ATP6AP1"	chrX	+	154434207	154435186	154434207	154434294	154435138	154435186
13725	"ENSG00000071553.18"	"ATP6AP1"	chrX	+	154434207	154435186	154434207	154434484	154435138	154435186
13726	"ENSG00000169057.26"	"MECP2"	chrX	-	154031211	154031450	154031211	154031286	154031395	154031450
13727	"ENSG00000184216.15"	"IRAK1"	chrX	-	154012528	154013433	154012528	154012678	154012983	154013433
13728	"ENSG00000184216.15"	"IRAK1"	chrX	-	154018005	154018483	154018005	154018120	154018290	154018483
13729	"ENSG00000184216.15"	"IRAK1"	chrX	-	154018290	154018783	154018290	154018355	154018598	154018783
13730	"ENSG00000184216.15"	"IRAK1"	chrX	-	154018598	154019069	154018598	154018787	154018974	154019069
13731	"ENSG00000184216.15"	"IRAK1"	chrX	-	154018974	154019298	154018974	154019078	154019196	154019298
13732	"ENSG00000172534.14"	"HCFC1"	chrX	-	153956280	153956763	153956280	153956411	153956624	153956763
13733	"ENSG00000102030.16"	"NAA10"	chrX	-	153931953	153932141	153931953	153931981	153932070	153932141
13734	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930846	153932070	153932431
13735	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930882	153932070	153932431
13736	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930846	153932315	153932431
13737	"ENSG00000102030.16"	"NAA10"	chrX	-	153932066	153932431	153932066	153932141	153932315	153932431
13738	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932326	153932431
13739	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932403	153932431
13740	"ENSG00000102030.16"	"NAA10"	chrX	-	153932326	153932584	153932326	153932431	153932538	153932584
13741	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153910011	153910389	153910011	153910085	153910170	153910389
13742	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153910170	153910611	153910170	153910389	153910505	153910611
13743	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153910170	153910611	153910170	153910413	153910505	153910611
13744	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153913023	153913242	153913023	153913051	153913217	153913242
13745	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153913209	153913600	153913209	153913242	153913408	153913600
13746	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153918831	153919286	153918831	153919053	153919154	153919286
13747	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153921096	153921523	153921096	153921159	153921364	153921523
13748	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153921096	153921523	153921096	153921223	153921364	153921523
13749	"ENSG00000273769.6"	"L1CAM-AS1"	chrX	+	153883775	153884273	153883775	153883896	153883947	153884273
13750	"ENSG00000067829.20"	"IDH3G"	chrX	-	153785765	153786272	153785765	153785946	153786211	153786272
13751	"ENSG00000067829.20"	"IDH3G"	chrX	-	153785765	153786272	153785765	153786076	153786211	153786272
13752	"ENSG00000067829.20"	"IDH3G"	chrX	-	153785766	153786449	153785766	153786044	153786354	153786449
13753	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787054	153787553	153787054	153787153	153787463	153787553
13754	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790194	153790573	153790194	153790292	153790563	153790573
13755	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790563	153790844	153790563	153790575	153790809	153790844
13756	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153768968	153769262	153768968	153769076	153769161	153769262
13757	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153770951	153771403	153770951	153771081	153771309	153771403
13758	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153773229	153773680	153773229	153773406	153773517	153773680
13759	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153773858	153774341	153773858	153774098	153774185	153774341
13760	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153774705	153775142	153774705	153774806	153774879	153775142
13761	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775224	153775644	153775224	153775403	153775593	153775644
13762	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775300	153775644	153775300	153775403	153775598	153775644
13763	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775598	153775968	153775598	153775660	153775886	153775968
13764	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775886	153776147	153775886	153775968	153776135	153776147
13765	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153776135	153776399	153776135	153776214	153776355	153776399
13766	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153776135	153776459	153776135	153776147	153776355	153776459
13767	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777191	153777688	153777191	153777380	153777527	153777688
13768	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777947	153778301	153777947	153778095	153778257	153778301
13769	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153778257	153778471	153778257	153778325	153778395	153778471
13770	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153778395	153778661	153778395	153778471	153778599	153778661
13771	"ENSG00000130822.16"	"PNCK"	chrX	-	153670743	153671083	153670743	153670831	153670917	153671083
13772	"ENSG00000130822.16"	"PNCK"	chrX	-	153670917	153671083	153670917	153670996	153671077	153671083
13773	"ENSG00000130822.16"	"PNCK"	chrX	-	153674654	153675093	153674654	153674854	153675054	153675093
13774	"ENSG00000130822.16"	"PNCK"	chrX	-	153686463	153686942	153686463	153686683	153686845	153686942
13775	"ENSG00000213397.12"	"HAUS7"	chrX	-	153456264	153456585	153456264	153456364	153456492	153456585
13776	"ENSG00000213397.12"	"HAUS7"	chrX	-	153462609	153463101	153462609	153462671	153463035	153463101
13777	"ENSG00000197172.11"	"MAGEA6"	chrX	-	152769222	152769677	152769222	152769277	152769653	152769677
13778	"ENSG00000242599.8"	"CSAG4"	chrX	+	152740243	152740681	152740243	152740401	152740611	152740681
13779	"ENSG00000221867.9"	"MAGEA3"	chrX	+	152698793	152699260	152698793	152698829	152699205	152699260
13780	"ENSG00000171100.16"	"MTM1"	chrX	+	150660370	150663609	150660370	150660484	150663538	150663609
13781	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937448	149937672	149937448	149937480	149937623	149937672
13782	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937448	149937672	149937448	149937480	149937632	149937672
13783	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149486924	149487313	149486924	149487098	149487245	149487313
13784	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526529	149526794	149526935	149527068
13785	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149529366	149529528	149529366	149529428	149529512	149529528
13786	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149535946	149536213	149535946	149535982	149536173	149536213
13787	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149535946	149536213	149535946	149536011	149536173	149536213
13788	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149537685	149538172	149537685	149537742	149538114	149538172
13789	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149537685	149538172	149537685	149537778	149538114	149538172
13790	"ENSG00000010404.18"	"IDS"	chrX	-	149504156	149504509	149504156	149504293	149504397	149504509
13791	"ENSG00000102081.16"	"FMR1"	chrX	+	147932406	147932763	147932406	147932595	147932684	147932763
13792	"ENSG00000102081.16"	"FMR1"	chrX	+	147943130	147945051	147943130	147943326	147944837	147945051
13793	"ENSG00000102081.16"	"FMR1"	chrX	+	147943130	147945051	147943130	147943269	147944943	147945051
13794	"ENSG00000101974.15"	"ATP11C"	chrX	-	139737733	139738069	139737733	139737796	139737915	139738069
13795	"ENSG00000101974.15"	"ATP11C"	chrX	-	139798021	139798354	139798021	139798095	139798272	139798354
13796	"ENSG00000101974.15"	"ATP11C"	chrX	-	139802037	139802339	139802037	139802097	139802235	139802339
13797	"ENSG00000165359.16"	"INTS6L"	chrX	+	135546772	135547265	135546772	135546885	135547136	135547265
13798	"ENSG00000165359.16"	"INTS6L"	chrX	+	135573578	135574062	135573578	135573687	135573938	135574062
13799	"ENSG00000173275.13"	"ZNF449"	chrX	+	135347018	135349029	135347018	135347472	135348753	135349029
13800	"ENSG00000101928.13"	"MOSPD1"	chrX	-	134899068	134899534	134899068	134899165	134899279	134899534
13801	"ENSG00000134597.17"	"RBMX2"	chrX	+	130411347	130411831	130411347	130411525	130411739	130411831
13802	"ENSG00000102078.16"	"SLC25A14"	chrX	+	130339887	130340274	130339887	130339976	130340106	130340274
13803	"ENSG00000156709.15"	"AIFM1"	chrX	-	130129534	130130033	130129534	130129628	130129969	130130033
13804	"ENSG00000156709.15"	"AIFM1"	chrX	-	130136720	130137140	130136720	130136731	130137077	130137140
13805	"ENSG00000156697.13"	"UTP14A"	chrX	+	129920456	129920942	129920456	129920580	129920674	129920942
13806	"ENSG00000156697.13"	"UTP14A"	chrX	+	129920456	129920942	129920456	129920580	129920679	129920942
13807	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926020	129926239	129926339
13808	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926024	129926239	129926339
13809	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926112	129926239	129926339
13810	"ENSG00000188706.13"	"ZDHHC9"	chrX	-	129823312	129823788	129823312	129823402	129823678	129823788
13811	"ENSG00000122121.12"	"XPNPEP2"	chrX	+	129746244	129746681	129746244	129746340	129746594	129746681
13812	"ENSG00000122126.18"	"OCRL"	chrX	+	129540299	129540753	129540299	129540478	129540740	129540753
13813	"ENSG00000122126.18"	"OCRL"	chrX	+	129540258	129540753	129540258	129540478	129540743	129540753
13814	"ENSG00000122126.18"	"OCRL"	chrX	+	129540299	129540753	129540299	129540478	129540747	129540753
13815	"ENSG00000122126.18"	"OCRL"	chrX	+	129558632	129559007	129558632	129558753	129558839	129559007
13816	"ENSG00000122126.18"	"OCRL"	chrX	+	129562374	129562786	129562374	129562500	129562598	129562786
13817	"ENSG00000122126.18"	"OCRL"	chrX	+	129588876	129589364	129588876	129589013	129589236	129589364
13818	"ENSG00000102038.16"	"SMARCA1"	chrX	-	129515402	129515787	129515402	129515500	129515686	129515787
13819	"ENSG00000101972.20"	"STAG2"	chrX	+	123961725	123962117	123961725	123961856	123962078	123962117
13820	"ENSG00000101972.20"	"STAG2"	chrX	+	124051120	124051398	124051120	124051219	124051314	124051398
13821	"ENSG00000101972.20"	"STAG2"	chrX	+	124066174	124066612	124066174	124066262	124066355	124066612
13822	"ENSG00000101966.14"	"XIAP"	chrX	+	123859826	123860308	123859826	123859905	123860166	123860308
13823	"ENSG00000125675.20"	"GRIA3"	chrX	+	123184277	123184644	123184277	123184327	123184517	123184644
13824	"ENSG00000158290.19"	"CUL4B"	chrX	-	120546546	120546957	120546546	120546616	120546706	120546957
13825	"ENSG00000158290.19"	"CUL4B"	chrX	-	120546546	120546957	120546546	120546616	120546915	120546957
13826	"ENSG00000101882.10"	"NKAP"	chrX	-	119936611	119938077	119936611	119936682	119937774	119938077
13827	"ENSG00000198918.8"	"RPL39"	chrX	-	119789907	119791595	119789907	119790011	119791188	119791595
13828	"ENSG00000186416.18"	"NKRF"	chrX	-	119592382	119593150	119592382	119592513	119593098	119593150
13829	"ENSG00000077721.17"	"UBE2A"	chrX	+	119580334	119581596	119580334	119580682	119581506	119581596
13830	"ENSG00000174460.4"	"ZCCHC12"	chrX	+	118824338	118824707	118824338	118824390	118824588	118824707
13831	"ENSG00000147251.16"	"DOCK11"	chrX	+	118654601	118654960	118654601	118654817	118654903	118654960
13832	"ENSG00000130224.15"	"LRCH2"	chrX	-	115165861	115166342	115165861	115165952	115166254	115166342
13833	"ENSG00000101901.13"	"ALG13"	chrX	+	111727355	111727770	111727355	111727445	111727613	111727770
13834	"ENSG00000260802.2"	"SERTM2"	chrX	+	111511779	111512094	111511779	111511841	111511997	111512094
13835	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003094	110003585	110003094	110003156	110003500	110003585
13836	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003113	110003585	110003113	110003178	110003500	110003585
13837	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003500	110004164	110003500	110003585	110003882	110004164
13838	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087698	108087972	108087698	108087852	108087952	108087972
13839	"ENSG00000089682.18"	"RBM41"	chrX	-	107115861	107116193	107115861	107116054	107116150	107116193
13840	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104112886	104113273	104112886	104113001	104113194	104113273
13841	"ENSG00000294789.1"	"ENSG00000294789"	chrX	-	104061672	104062137	104061672	104061878	104062078	104062137
13842	"ENSG00000231154.2"	"MORF4L2-AS1"	chrX	+	103689395	103689815	103689395	103689480	103689681	103689815
13843	"ENSG00000166681.14"	"BEX3"	chrX	+	103377027	103377261	103377027	103377106	103377229	103377261
13844	"ENSG00000204065.3"	"TCEAL5"	chrX	-	103274918	103275342	103274918	103275159	103275274	103275342
13845	"ENSG00000223546.10"	"LINC00630"	chrX	+	102877273	102877611	102877273	102877375	102877482	102877611
13846	"ENSG00000223546.10"	"LINC00630"	chrX	+	102900677	102901133	102900677	102900831	102901022	102901133
13847	"ENSG00000223546.10"	"LINC00630"	chrX	+	102900677	102901133	102900677	102900832	102901022	102901133
13848	"ENSG00000271147.8"	"ENSG00000271147"	chrX	+	102639399	102640507	102639399	102639533	102640060	102640507
13849	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101657356	101658142	101657356	101657714	101658072	101658142
13850	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101658068	101658525	101658068	101658142	101658460	101658525
13851	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101658072	101658545	101658072	101658142	101658491	101658545
13852	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659534	101659075	101659148	101659244	101659534
13853	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659076	101659501	101659076	101659136	101659407	101659501
13854	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659076	101659501	101659076	101659148	101659407	101659501
13855	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659076	101659501	101659076	101659136	101659418	101659501
13856	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659076	101659501	101659076	101659148	101659418	101659501
13857	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659534	101659075	101659136	101659422	101659534
13858	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659534	101659075	101659148	101659422	101659534
13859	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659534	101659075	101659136	101659430	101659534
13860	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659534	101659075	101659148	101659430	101659534
13861	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659422	101659796	101659422	101659501	101659757	101659796
13862	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659422	101659850	101659422	101659534	101659757	101659850
13863	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101615124	101616766	101615124	101615467	101616671	101616766
13864	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616671	101617148	101616671	101616766	101616869	101617148
13865	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616671	101617148	101616671	101616766	101617066	101617148
13866	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616671	101617148	101616671	101616766	101617072	101617148
13867	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101617066	101617370	101617066	101617148	101617291	101617370
13868	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616861	101617584	101616861	101617148	101617502	101617584
13869	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101617490	101617910	101617490	101617584	101617884	101617910
13870	"ENSG00000102393.15"	"GLA"	chrX	-	101398369	101398946	101398369	101398563	101398784	101398946
13871	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391754	101392095	101391754	101391822	101392016	101392095
13872	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391754	101392095	101391754	101391822	101392049	101392095
13873	"ENSG00000241343.10"	"RPL36A"	chrX	+	101391458	101391969	101391458	101391564	101391721	101391969
13874	"ENSG00000241343.10"	"RPL36A"	chrX	+	101391458	101391969	101391458	101391564	101391759	101391969
13875	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395299	101395786	101395299	101395457	101395727	101395786
13876	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395793	101395334	101395457	101395769	101395793
13877	"ENSG00000102385.13"	"DRP2"	chrX	+	101219785	101220146	101219785	101219841	101220078	101220146
13878	"ENSG00000102384.14"	"CENPI"	chrX	+	101098203	101098539	101098203	101098256	101098443	101098539
13879	"ENSG00000102384.14"	"CENPI"	chrX	+	101098443	101098842	101098443	101098539	101098711	101098842
13880	"ENSG00000198910.14"	"L1CAM"	chrX	-	153863367	153863544	153863367	153863379	153863476	153863544
13881	"ENSG00000198910.14"	"L1CAM"	chrX	-	153863476	153863969	153863476	153863549	153863710	153863969
13882	"ENSG00000198910.14"	"L1CAM"	chrX	-	153866648	153867118	153866648	153866871	153867053	153867118
13883	"ENSG00000198910.14"	"L1CAM"	chrX	-	153867848	153868122	153867848	153867910	153867997	153868122
13884	"ENSG00000198910.14"	"L1CAM"	chrX	-	153867997	153868360	153867997	153868122	153868301	153868360
13885	"ENSG00000198910.14"	"L1CAM"	chrX	-	153869802	153870173	153869802	153869934	153870055	153870173
13886	"ENSG00000198910.14"	"L1CAM"	chrX	-	153869802	153870173	153869802	153869934	153870124	153870173
13887	"ENSG00000198910.14"	"L1CAM"	chrX	-	153870055	153870492	153870055	153870240	153870387	153870492
13888	"ENSG00000198910.14"	"L1CAM"	chrX	-	153870124	153870499	153870124	153870173	153870387	153870499
13889	"ENSG00000198910.14"	"L1CAM"	chrX	-	153872231	153872697	153872231	153872354	153872591	153872697
13890	"ENSG00000198910.14"	"L1CAM"	chrX	-	153872231	153872697	153872231	153872388	153872591	153872697
13891	"ENSG00000147180.17"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247531	85247651
13892	"ENSG00000147180.17"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247188	85247531	85247651
13893	"ENSG00000147180.17"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247072	85247546	85247651
13894	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84134781	84135197	84134781	84134819	84135103	84135197
13895	"ENSG00000165240.22"	"ATP7A"	chrX	+	78014661	78015405	78014661	78014753	78015270	78015405
13896	"ENSG00000229807.14"	"XIST"	chrX	-	73826114	73827984	73826114	73826312	73826737	73827984
13897	"ENSG00000229807.14"	"XIST"	chrX	-	73831150	73831397	73831150	73831274	73831369	73831397
13898	"ENSG00000285547.1"	"ENSG00000285547"	chrX	-	72462003	72462442	72462003	72462098	72462361	72462442
13899	"ENSG00000125931.11"	"CITED1"	chrX	-	72306476	72306907	72306476	72306495	72306851	72306907
13900	"ENSG00000125931.11"	"CITED1"	chrX	-	72306476	72306907	72306476	72306495	72306857	72306907
13901	"ENSG00000125931.11"	"CITED1"	chrX	-	72306476	72306907	72306476	72306495	72306873	72306907
13902	"ENSG00000204131.11"	"NHSL2"	chrX	+	72069658	72070081	72069658	72069753	72069922	72070081
13903	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71545037	71544566	71544635	71544996	71545037
13904	"ENSG00000147162.15"	"OGT"	chrX	+	71556952	71557296	71556952	71557105	71557194	71557296
13905	"ENSG00000147133.18"	"TAF1"	chrX	+	71421047	71421376	71421047	71421224	71421308	71421376
13906	"ENSG00000147133.18"	"TAF1"	chrX	+	71424003	71424238	71424003	71424066	71424153	71424238
13907	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71297935	71297587	71297677	71297835	71297935
13908	"ENSG00000147140.17"	"NONO"	chrX	+	71297842	71298078	71297842	71297938	71298053	71298078
13909	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71298508	71297587	71297935	71298468	71298508
13910	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71298508	71297587	71297962	71298468	71298508
13911	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71298508	71297587	71298078	71298468	71298508
13912	"ENSG00000147140.17"	"NONO"	chrX	+	71298470	71298816	71298470	71298508	71298706	71298816
13913	"ENSG00000147130.14"	"ZMYM3"	chrX	-	71245667	71246095	71245667	71245842	71245985	71246095
13914	"ENSG00000184634.17"	"MED12"	chrX	+	71121561	71122607	71121561	71121816	71122182	71122607
13915	"ENSG00000184634.17"	"MED12"	chrX	+	71121561	71122607	71121561	71121816	71122222	71122607
13916	"ENSG00000184634.17"	"MED12"	chrX	+	71122182	71122607	71122182	71122346	71122507	71122607
13917	"ENSG00000184634.17"	"MED12"	chrX	+	71124975	71125464	71124975	71125146	71125350	71125464
13918	"ENSG00000184634.17"	"MED12"	chrX	+	71124975	71125464	71124975	71125146	71125410	71125464
13919	"ENSG00000184634.17"	"MED12"	chrX	+	71125410	71125713	71125410	71125464	71125662	71125713
13920	"ENSG00000184634.17"	"MED12"	chrX	+	71125410	71125713	71125410	71125495	71125662	71125713
13921	"ENSG00000184634.17"	"MED12"	chrX	+	71125662	71126142	71125662	71125713	71126035	71126142
13922	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129120	71129215
13923	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132260	71132376	71132538
13924	"ENSG00000184634.17"	"MED12"	chrX	+	71132863	71133212	71132863	71132956	71133122	71133212
13925	"ENSG00000285171.1"	"ENSG00000285171"	chrX	-	71110896	71111529	71110896	71111050	71111396	71111529
13926	"ENSG00000082458.12"	"DLG3"	chrX	+	70448912	70449389	70448912	70448963	70449358	70449389
13927	"ENSG00000082458.12"	"DLG3"	chrX	+	70493014	70493475	70493014	70493133	70493375	70493475
13928	"ENSG00000090889.12"	"KIF4A"	chrX	+	70290256	70290578	70290256	70290335	70290437	70290578
13929	"ENSG00000090889.12"	"KIF4A"	chrX	+	70290412	70290805	70290412	70290578	70290690	70290805
