ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
8212	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150586238	150586565	150586238	150586378	150586464	150586565
8213	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150645326	150645825	150645326	150645400	150645647	150645825
8214	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150645647	150645960	150645647	150645825	150645912	150645960
8215	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150668686	150669174	150668686	150668700	150669078	150669174
8216	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150673787	150674172	150673787	150673902	150674012	150674172
8217	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150673787	150674147	150673787	150673902	150674062	150674147
8218	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150692424	150692913	150692424	150692583	150692855	150692913
8219	"ENSMUSG00000025261.19"	"Huwe1"	chrX	+	150692855	150693385	150692855	150692945	150693105	150693385
8220	"ENSMUSG00000025265.15"	"Fgd1"	chrX	+	149861954	149862311	149861954	149862013	149862153	149862311
8221	"ENSMUSG00000025268.16"	"Maged2"	chrX	-	149595666	149596148	149595666	149595733	149595816	149596148
8222	"ENSMUSG00000025268.16"	"Maged2"	chrX	-	149595666	149596148	149595666	149595733	149596068	149596148
8223	"ENSMUSG00000031274.17"	"Col4a5"	chrX	+	140358983	140359400	140358983	140359037	140359381	140359400
8224	"ENSMUSG00000031274.17"	"Col4a5"	chrX	+	140366056	140366223	140366056	140366092	140366182	140366223
8225	"ENSMUSG00000000266.12"	"Mid2"	chrX	+	139636872	139637291	139636872	139637082	139637183	139637291
8226	"ENSMUSG00000087368.9"	"BC065397"	chrX	+	135643724	135645457	135643724	135644151	135645241	135645457
8227	"ENSMUSG00000050071.9"	"Bex1"	chrX	-	135115668	135116129	135115668	135115729	135116085	135116129
8228	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134739854	134740295	134739854	134740011	134740264	134740295
8229	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134740264	134740621	134740264	134740295	134740493	134740621
8230	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134740264	134740621	134740264	134740295	134740531	134740621
8231	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134740550	134740833	134740550	134740621	134740745	134740833
8232	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741000	134741439	134741000	134741230	134741367	134741439
8233	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741000	134741439	134741000	134741286	134741367	134741439
8234	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741141	134741443	134741141	134741218	134741367	134741443
8235	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741141	134741443	134741141	134741257	134741367	134741443
8236	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741311	134741673	134741311	134741443	134741601	134741673
8237	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741311	134741673	134741311	134741482	134741601	134741673
8238	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741311	134741673	134741311	134741511	134741601	134741673
8239	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741367	134741677	134741367	134741439	134741601	134741677
8240	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741367	134741677	134741367	134741439	134741673	134741677
8241	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741673	134742052	134741673	134741677	134741969	134742052
8242	"ENSMUSG00000072966.12"	"Gprasp2"	chrX	+	134741673	134742052	134741673	134741716	134741969	134742052
8243	"ENSMUSG00000072964.15"	"Bhlhb9"	chrX	+	134741969	134742385	134741969	134742052	134742326	134742385
8244	"ENSMUSG00000072964.15"	"Bhlhb9"	chrX	+	134787587	134788066	134787587	134787675	134788009	134788066
8245	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134644190	134644480	134644190	134644271	134644440	134644480
8246	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698301	134698625	134698301	134698378	134698536	134698625
8247	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698536	134698847	134698536	134698613	134698747	134698847
8248	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698537	134698843	134698537	134698613	134698771	134698843
8249	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698537	134698843	134698537	134698625	134698771	134698843
8250	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698537	134698843	134698537	134698652	134698771	134698843
8251	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698537	134698843	134698537	134698681	134698771	134698843
8252	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698747	134699222	134698747	134698843	134699139	134699222
8253	"ENSMUSG00000043384.16"	"Gprasp1"	chrX	+	134698747	134699222	134698747	134698847	134699139	134699222
8254	"ENSMUSG00000049047.12"	"Armcx3"	chrX	+	133658443	133658895	133658443	133658542	133658825	133658895
8255	"ENSMUSG00000050394.15"	"Armcx6"	chrX	-	133650898	133651183	133650898	133650974	133651135	133651183
8256	"ENSMUSG00000050394.15"	"Armcx6"	chrX	-	133651135	133651379	133651135	133651183	133651299	133651379
8257	"ENSMUSG00000050394.15"	"Armcx6"	chrX	-	133651689	133651932	133651689	133651782	133651898	133651932
8258	"ENSMUSG00000050394.15"	"Armcx6"	chrX	-	133651713	133652110	133651713	133651782	133652078	133652110
8259	"ENSMUSG00000050394.15"	"Armcx6"	chrX	-	133651713	133652166	133651713	133651932	133652078	133652166
8260	"ENSMUSG00000033460.15"	"Armcx1"	chrX	+	133619474	133619801	133619474	133619567	133619635	133619801
8261	"ENSMUSG00000033460.15"	"Armcx1"	chrX	+	133619404	133619801	133619404	133619567	133619668	133619801
8262	"ENSMUSG00000033460.15"	"Armcx1"	chrX	+	133620147	133620474	133620147	133620252	133620375	133620474
8263	"ENSMUSG00000045427.14"	"Hnrnph2"	chrX	+	133503440	133503716	133503440	133503511	133503666	133503716
8264	"ENSMUSG00000000223.14"	"Drp2"	chrX	+	133305376	133305703	133305376	133305460	133305634	133305703
8265	"ENSMUSG00000000223.14"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341947	133342135
8266	"ENSMUSG00000000223.14"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341974	133342135
8267	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132961693	132962245	132961693	132961863	132962197	132962245
8268	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132962197	132962579	132962197	132962279	132962442	132962579
8269	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132963200	132963382	132963200	132963236	132963346	132963382
8270	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973163	132973528	132973163	132973223	132973426	132973528
8271	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973426	132973769	132973426	132973513	132973717	132973769
8272	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973717	132974026	132973717	132973769	132973884	132974026
8273	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973717	132974026	132973717	132973791	132973884	132974026
8274	"ENSMUSG00000031231.5"	"Cox7b"	chrX	+	105059321	105059640	105059321	105059476	105059582	105059640
8275	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113216	104113720	104113216	104113281	104113666	104113720
8276	"ENSMUSG00000086370.12"	"Ftx"	chrX	-	102635408	102635665	102635408	102635495	102635571	102635665
8277	"ENSMUSG00000034055.17"	"Phka1"	chrX	-	101584771	101585056	101584771	101584847	101584977	101585056
8278	"ENSMUSG00000049191.13"	"Rtl5"	chrX	-	101110822	101111206	101110822	101110905	101111133	101111206
8279	"ENSMUSG00000049191.13"	"Rtl5"	chrX	-	101110822	101111206	101110822	101111031	101111133	101111206
8280	"ENSMUSG00000045010.15"	"Gm4779"	chrX	-	100834212	100834507	100834212	100834254	100834440	100834507
8281	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100695745	100696483	100695745	100695814	100696176	100696483
8282	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100710884	100711223	100710884	100711037	100711121	100711223
8283	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100713402	100713726	100713402	100713521	100713636	100713726
8284	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716928	100717316	100716928	100717045	100717114	100717316
8285	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716928	100717316	100716928	100717045	100717147	100717316
8286	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100577064	100577467	100577064	100577215	100577350	100577467
8287	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100595954	100596431	100595954	100596155	100596295	100596431
8288	"ENSMUSG00000031311.18"	"Nono"	chrX	+	100480626	100480983	100480626	100480674	100480814	100480983
8289	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100455137	100455560	100455137	100455312	100455450	100455560
8290	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100458353	100458644	100458353	100458504	100458625	100458644
8291	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100458535	100459012	100458535	100458644	100458793	100459012
8292	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100461878	100462558	100461878	100461970	100462400	100462558
8293	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100318848	100319257	100318848	100318969	100319097	100319257
8294	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100320030	100320525	100320030	100320158	100320270	100320525
8295	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100325343	100325716	100325343	100325488	100325655	100325716
8296	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100327273	100327641	100327273	100327405	100327566	100327641
8297	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100327566	100327979	100327566	100327641	100327751	100327979
8298	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337398	100337614	100337398	100337476	100337542	100337614
8299	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337398	100337614	100337398	100337476	100337563	100337614
8300	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337401	100337781	100337401	100337614	100337693	100337781
8301	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100340536	100340993	100340536	100340606	100340792	100340993
8302	"ENSMUSG00000060890.12"	"Arr3"	chrX	+	99650398	99650730	99650398	99650519	99650669	99650730
8303	"ENSMUSG00000016382.16"	"Pls3"	chrX	-	74843000	74843388	74843000	74843096	74843322	74843388
8304	"ENSMUSG00000031197.12"	"Vbp1"	chrX	+	74564968	74565399	74564968	74565035	74565390	74565399
8305	"ENSMUSG00000031200.17"	"Mtcp1"	chrX	-	74459620	74460024	74459620	74459819	74460017	74460024
8306	"ENSMUSG00000031196.14"	"F8"	chrX	-	74423092	74425922	74423092	74423182	74425760	74425922
8307	"ENSMUSG00000031399.16"	"Fam3a"	chrX	-	73430056	73430322	73430056	73430154	73430237	73430322
8308	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377705	73377351	73377452	73377645	73377705
8309	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377954	73377351	73377705	73377830	73377954
8310	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377954	73377351	73377734	73377830	73377954
8311	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73379375	73379797	73379375	73379472	73379587	73379797
8312	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73379375	73379797	73379375	73379472	73379696	73379797
8313	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73379587	73379942	73379587	73379797	73379882	73379942
8314	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73379898	73380218	73379898	73380028	73380097	73380218
8315	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73382895	73383231	73382895	73382994	73383071	73383231
8316	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73385192	73385677	73385192	73385284	73385526	73385677
8317	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73385205	73385677	73385205	73385354	73385526	73385677
8318	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358282	73358767	73358282	73358367	73358469	73358767
8319	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358469	73358767	73358469	73358569	73358737	73358767
8320	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358469	73359178	73358469	73358767	73359032	73359178
8321	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358469	73359178	73358469	73358770	73359032	73359178
8322	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73361037	73361309	73361037	73361112	73361242	73361309
8323	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73350450	73350842	73350450	73350550	73350708	73350842
8324	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351410	73351735	73351867
8325	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352858	73353568	73353740
8326	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73354042	73354298	73354042	73354140	73354243	73354298
8327	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326491	73326877	73327006
8328	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73326879	73327299	73326879	73327006	73327253	73327299
8329	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73327253	73327575	73327253	73327299	73327545	73327575
8330	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73331610	73331825	73331610	73331705	73331783	73331825
8331	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332569	73332625
8332	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73332546	73332788	73332546	73332625	73332710	73332788
8333	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73332546	73332954	73332546	73332788	73332904	73332954
8334	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73317548	73317824	73317548	73317632	73317711	73317824
8335	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298813	73299145	73298813	73298921	73299058	73299145
8336	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73268436	73268864	73268436	73268561	73268645	73268864
8337	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73280727	73281163	73280727	73280845	73281026	73281163
8338	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73281139	73281619	73281139	73281196	73281287	73281619
8339	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73281287	73281619	73281287	73281378	73281461	73281619
8340	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73283551	73283953	73283551	73283688	73283810	73283953
8341	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73284037	73284478	73284037	73284156	73284421	73284478
8342	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73284708	73285175	73284708	73284909	73284992	73285175
8343	"ENSMUSG00000031387.15"	"Renbp"	chrX	-	72965726	72966198	72965726	72965869	72965956	72966198
8344	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72963359	72963609	72963359	72963475	72963568	72963609
8345	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72964877	72965461	72964877	72964976	72965266	72965461
8346	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72964877	72965461	72964877	72964976	72965303	72965461
8347	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72899364	72899862	72899364	72899437	72899748	72899862
8348	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72900237	72900664	72900237	72900399	72900508	72900664
8349	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72904329	72904729	72904329	72904450	72904653	72904729
8350	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72904911	72905297	72904911	72905078	72905187	72905297
8351	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72907765	72908152	72907765	72907935	72908029	72908152
8352	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72909324	72909766	72909324	72909422	72909660	72909766
8353	"ENSMUSG00000002014.13"	"Ssr4"	chrX	+	72832449	72832759	72832449	72832559	72832660	72832759
8354	"ENSMUSG00000002014.13"	"Ssr4"	chrX	+	72832449	72832759	72832449	72832559	72832685	72832759
8355	"ENSMUSG00000002014.13"	"Ssr4"	chrX	+	72833636	72833938	72833636	72833726	72833934	72833938
8356	"ENSMUSG00000002014.13"	"Ssr4"	chrX	+	72833934	72834417	72833934	72834030	72834259	72834417
8357	"ENSMUSG00000002014.13"	"Ssr4"	chrX	+	72833964	72834436	72833964	72834030	72834290	72834436
8358	"ENSMUSG00000002007.6"	"Srpk3"	chrX	+	72820572	72821033	72820572	72820705	72820793	72821033
8359	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72802128	72803189	72802128	72802466	72803061	72803189
8360	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72807388	72807712	72807388	72807482	72807583	72807712
8361	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72809968	72810438	72809968	72810141	72810242	72810438
8362	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810242	72810653	72810242	72810438	72810546	72810653
8363	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810546	72810996	72810546	72810786	72810896	72810996
8364	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810546	72811787	72810546	72810996	72811126	72811787
8365	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72811132	72811487	72811132	72811278	72811386	72811487
8366	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72811126	72811787	72811126	72811278	72811393	72811787
8367	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72811393	72811787	72811393	72811487	72811563	72811787
8368	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72812849	72813270	72812849	72813067	72813207	72813270
8369	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72815016	72815413	72815016	72815081	72815148	72815413
8370	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72815148	72815413	72815148	72815224	72815351	72815413
8371	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72723840	72723598	72723653	72723737	72723840
8372	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72723840	72723598	72723662	72723737	72723840
8373	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72723840	72723598	72723677	72723737	72723840
8374	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723737	72724029	72723737	72723840	72723909	72724029
8375	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723737	72724029	72723737	72723840	72723937	72724029
8376	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723909	72724281	72723909	72724029	72724110	72724281
8377	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723909	72724281	72723909	72724038	72724110	72724281
8378	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723909	72724281	72723909	72724043	72724110	72724281
8379	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72572355	72572805	72572355	72572448	72572547	72572805
8380	"ENSMUSG00000015217.12"	"Hmgb3"	chrX	+	70601726	70602178	70601726	70601813	70602038	70602178
8381	"ENSMUSG00000000838.18"	"Fmr1"	chrX	+	67741453	67741941	67741453	67741570	67741917	67741941
8382	"ENSMUSG00000138314.1"	"ENSMUSG00000138314"	chrX	-	67720619	67722052	67720619	67720731	67721650	67722052
8383	"ENSMUSG00000031239.6"	"Itm2a"	chrX	-	106442376	106442857	106442376	106442487	106442701	106442857
8384	"ENSMUSG00000131677.1"	"ENSMUSG00000131677"	chrX	-	56907260	56907675	56907260	56907386	56907602	56907675
8385	"ENSMUSG00000031134.17"	"Rbmx"	chrX	-	56431389	56433503	56431389	56431643	56433420	56433503
8386	"ENSMUSG00000031134.17"	"Rbmx"	chrX	-	56431389	56433503	56431389	56431659	56433420	56433503
8387	"ENSMUSG00000036131.13"	"Frmd7"	chrX	-	49990555	49990983	49990555	49990703	49990871	49990983
8388	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49662228	49661884	49661973	49662100	49662228
8389	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49662228	49661884	49662018	49662100	49662228
8390	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49662228	49661884	49662021	49662100	49662228
8391	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49662228	49661884	49662039	49662100	49662228
8392	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49669215	49669826	49669215	49669297	49669457	49669826
8393	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697392	49697436	49697563	49697691
8394	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697392	49697481	49697563	49697691
8395	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697392	49697484	49697563	49697691
8396	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697392	49697502	49697563	49697691
8397	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49720299	49720723	49720299	49720407	49720649	49720723
8398	"ENSMUSG00000031107.7"	"Rbmx2"	chrX	+	47784196	47784586	47784196	47784312	47784483	47784586
8399	"ENSMUSG00000001173.16"	"Ocrl"	chrX	+	47020260	47020573	47020260	47020321	47020452	47020573
8400	"ENSMUSG00000001173.16"	"Ocrl"	chrX	+	47020494	47020822	47020494	47020573	47020660	47020822
8401	"ENSMUSG00000001173.16"	"Ocrl"	chrX	+	47036682	47037110	47036682	47036749	47037001	47037110
8402	"ENSMUSG00000031095.16"	"Cul4b"	chrX	-	37652539	37653402	37652539	37653085	37653385	37653402
8403	"ENSMUSG00000079641.4"	"Rpl39"	chrX	-	36347295	36347741	36347295	36347333	36347637	36347741
8404	"ENSMUSG00000079641.4"	"Rpl39"	chrX	-	36348407	36348809	36348407	36348669	36348777	36348809
8405	"ENSMUSG00000036699.13"	"Zcchc12"	chrX	+	35459556	35459954	35459556	35459665	35459756	35459954
8406	"ENSMUSG00000036699.13"	"Zcchc12"	chrX	+	35459756	35460231	35459756	35459811	35460161	35460231
8407	"ENSMUSG00000036699.13"	"Zcchc12"	chrX	+	35459756	35460231	35459756	35459811	35460164	35460231
8408	"ENSMUSG00000054737.12"	"Zfp182"	chrX	-	20927806	20928282	20927806	20927848	20928181	20928282
8409	"ENSMUSG00000001134.10"	"Uxt"	chrX	-	20827960	20828213	20827960	20828025	20828172	20828213
8410	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20715907	20716321	20715907	20716023	20716165	20716321
8411	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20716120	20716587	20716120	20716321	20716483	20716587
8412	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717704	20717956	20717704	20717807	20717863	20717956
8413	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717704	20718035	20717704	20717807	20717896	20718035
8414	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717707	20718051	20717707	20717806	20717896	20718051
8415	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717704	20717956	20717704	20717807	20717905	20717956
8416	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717704	20717956	20717704	20717807	20717944	20717956
8417	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20717863	20718267	20717863	20718051	20718168	20718267
8418	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20718168	20719128	20718168	20718267	20718834	20719128
8419	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20724634	20725112	20724634	20724751	20724980	20725112
8420	"ENSMUSG00000001127.13"	"Araf"	chrX	+	20724634	20725112	20724634	20724751	20725004	20725112
8421	"ENSMUSG00000031066.11"	"Usp11"	chrX	+	20578564	20579221	20578564	20578682	20579081	20579221
8422	"ENSMUSG00000031066.11"	"Usp11"	chrX	+	20579081	20579392	20579081	20579221	20579353	20579392
8423	"ENSMUSG00000031066.11"	"Usp11"	chrX	+	20581091	20581359	20581091	20581175	20581266	20581359
