ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
13786	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153772927	153773406	153772927	153773016	153773229	153773406
13787	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153774425	153774806	153774425	153774571	153774705	153774806
13788	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153774907	153775403	153774907	153775103	153775224	153775403
13789	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153774907	153775403	153774907	153775103	153775300	153775403
13790	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775975	153776461	153775975	153776214	153776355	153776461
13791	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777191	153777688	153777191	153777380	153777527	153777688
13792	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153778190	153778661	153778190	153778325	153778395	153778661
13793	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153778395	153778661	153778395	153778471	153778599	153778661
13794	"ENSG00000130822.16"	"PNCK"	chrX	-	153671126	153671594	153671126	153671190	153671284	153671594
13795	"ENSG00000130822.16"	"PNCK"	chrX	-	153671498	153672200	153671498	153671594	153671879	153672200
13796	"ENSG00000130822.16"	"PNCK"	chrX	-	153686624	153686977	153686624	153686683	153686794	153686977
13797	"ENSG00000213397.12"	"HAUS7"	chrX	-	153462609	153463101	153462609	153462671	153463035	153463101
13798	"ENSG00000242599.8"	"CSAG4"	chrX	+	152740243	152740681	152740243	152740401	152740611	152740681
13799	"ENSG00000213401.10"	"MAGEA12"	chrX	+	152733778	152734105	152733778	152733859	152734023	152734105
13800	"ENSG00000221867.9"	"MAGEA3"	chrX	+	152698793	152699260	152698793	152698829	152699205	152699260
13801	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937448	149937672	149937448	149937480	149937623	149937672
13802	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937448	149937672	149937448	149937480	149937632	149937672
13803	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149486924	149487313	149486924	149487098	149487235	149487313
13804	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526529	149526788	149526935	149527068
13805	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526529	149526794	149526935	149527068
13806	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149535946	149536213	149535946	149535982	149536173	149536213
13807	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149535946	149536213	149535946	149536011	149536173	149536213
13808	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149537685	149538172	149537685	149537778	149538114	149538172
13809	"ENSG00000101974.15"	"ATP11C"	chrX	-	139798021	139798354	139798021	139798095	139798272	139798354
13810	"ENSG00000101974.15"	"ATP11C"	chrX	-	139802037	139802339	139802037	139802097	139802235	139802339
13811	"ENSG00000165359.16"	"INTS6L"	chrX	+	135573578	135574062	135573578	135573687	135573938	135574062
13812	"ENSG00000173275.13"	"ZNF449"	chrX	+	135347018	135349029	135347018	135347472	135348753	135349029
13813	"ENSG00000101928.13"	"MOSPD1"	chrX	-	134899068	134899534	134899068	134899165	134899279	134899534
13814	"ENSG00000147255.19"	"IGSF1"	chrX	-	131279142	131279336	131279142	131279175	131279270	131279336
13815	"ENSG00000147255.19"	"IGSF1"	chrX	-	131279142	131279336	131279142	131279190	131279270	131279336
13816	"ENSG00000147255.19"	"IGSF1"	chrX	-	131280874	131281346	131280874	131281054	131281217	131281346
13817	"ENSG00000165675.20"	"ENOX2"	chrX	-	130901683	130902058	130901683	130901731	130901914	130902058
13818	"ENSG00000134597.17"	"RBMX2"	chrX	+	130401986	130402324	130401986	130402037	130402254	130402324
13819	"ENSG00000134597.17"	"RBMX2"	chrX	+	130403801	130404045	130403801	130403853	130403951	130404045
13820	"ENSG00000102078.16"	"SLC25A14"	chrX	+	130339887	130340274	130339887	130339976	130340106	130340274
13821	"ENSG00000102078.16"	"SLC25A14"	chrX	+	130349250	130349674	130349250	130349345	130349497	130349674
13822	"ENSG00000156709.15"	"AIFM1"	chrX	-	130147492	130147895	130147492	130147623	130147751	130147895
13823	"ENSG00000156697.13"	"UTP14A"	chrX	+	129920456	129920942	129920456	129920580	129920674	129920942
13824	"ENSG00000156697.13"	"UTP14A"	chrX	+	129920456	129920942	129920456	129920580	129920679	129920942
13825	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926020	129926239	129926339
13826	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926024	129926239	129926339
13827	"ENSG00000156697.13"	"UTP14A"	chrX	+	129925897	129926339	129925897	129926112	129926239	129926339
13828	"ENSG00000188706.13"	"ZDHHC9"	chrX	-	129823312	129823788	129823312	129823402	129823678	129823788
13829	"ENSG00000122126.18"	"OCRL"	chrX	+	129540299	129540753	129540299	129540478	129540740	129540753
13830	"ENSG00000122126.18"	"OCRL"	chrX	+	129540258	129540753	129540258	129540478	129540743	129540753
13831	"ENSG00000122126.18"	"OCRL"	chrX	+	129540299	129540753	129540299	129540478	129540747	129540753
13832	"ENSG00000122126.18"	"OCRL"	chrX	+	129588876	129589364	129588876	129589013	129589236	129589364
13833	"ENSG00000102038.16"	"SMARCA1"	chrX	-	129465635	129465962	129465635	129465731	129465843	129465962
13834	"ENSG00000102038.16"	"SMARCA1"	chrX	-	129465635	129465962	129465635	129465732	129465843	129465962
13835	"ENSG00000102038.16"	"SMARCA1"	chrX	-	129515402	129515787	129515402	129515500	129515686	129515787
13836	"ENSG00000101972.20"	"STAG2"	chrX	+	123961822	123962246	123961822	123961856	123962078	123962246
13837	"ENSG00000125675.20"	"GRIA3"	chrX	+	123184277	123184644	123184277	123184327	123184517	123184644
13838	"ENSG00000125675.20"	"GRIA3"	chrX	+	123184277	123184644	123184277	123184411	123184517	123184644
13839	"ENSG00000125675.20"	"GRIA3"	chrX	+	123358493	123358800	123358493	123358619	123358704	123358800
13840	"ENSG00000158290.19"	"CUL4B"	chrX	-	120557923	120558277	120557923	120558039	120558248	120558277
13841	"ENSG00000198918.8"	"RPL39"	chrX	-	119789907	119791595	119789907	119790011	119791188	119791595
13842	"ENSG00000198918.8"	"RPL39"	chrX	-	119789907	119791595	119789907	119790011	119791576	119791595
13843	"ENSG00000186416.18"	"NKRF"	chrX	-	119592382	119593150	119592382	119592513	119593098	119593150
13844	"ENSG00000077721.17"	"UBE2A"	chrX	+	119580334	119581596	119580334	119580682	119581506	119581596
13845	"ENSG00000174460.4"	"ZCCHC12"	chrX	+	118824338	118824707	118824338	118824390	118824588	118824707
13846	"ENSG00000147251.16"	"DOCK11"	chrX	+	118638079	118638418	118638079	118638127	118638373	118638418
13847	"ENSG00000130224.15"	"LRCH2"	chrX	-	115165861	115166342	115165861	115165952	115166254	115166342
13848	"ENSG00000101901.13"	"ALG13"	chrX	+	111681812	111682299	111681812	111681826	111682235	111682299
13849	"ENSG00000101901.13"	"ALG13"	chrX	+	111727355	111727770	111727355	111727445	111727613	111727770
13850	"ENSG00000101901.13"	"ALG13"	chrX	+	111757587	111757931	111757587	111757762	111757829	111757931
13851	"ENSG00000260802.2"	"SERTM2"	chrX	+	111511779	111512094	111511779	111511841	111511997	111512094
13852	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003094	110003585	110003094	110003156	110003500	110003585
13853	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003113	110003585	110003113	110003178	110003500	110003585
13854	"ENSG00000157600.13"	"TMEM164"	chrX	+	110003500	110004164	110003500	110003585	110003882	110004164
13855	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087698	108087972	108087698	108087852	108087952	108087972
13856	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104112886	104113273	104112886	104113001	104113194	104113273
13857	"ENSG00000166681.14"	"BEX3"	chrX	+	103377027	103377261	103377027	103377106	103377229	103377261
13858	"ENSG00000223546.10"	"LINC00630"	chrX	+	102877273	102877611	102877273	102877375	102877482	102877611
13859	"ENSG00000271147.8"	"ENSG00000271147"	chrX	+	102639399	102640507	102639399	102639533	102640060	102640507
13860	"ENSG00000271147.8"	"ENSG00000271147"	chrX	+	102639399	102640507	102639399	102639533	102640075	102640507
13861	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101657356	101658142	101657356	101657714	101658072	101658142
13862	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659148	101659244	101659500
13863	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659136	101659407	101659500
13864	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659148	101659407	101659500
13865	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659136	101659418	101659500
13866	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659148	101659418	101659500
13867	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659148	101659422	101659500
13868	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659136	101659430	101659500
13869	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659075	101659500	101659075	101659148	101659430	101659500
13870	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659422	101659796	101659422	101659501	101659757	101659796
13871	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659422	101659850	101659422	101659500	101659757	101659850
13872	"ENSG00000184867.14"	"ARMCX2"	chrX	-	101659422	101659850	101659422	101659534	101659757	101659850
13873	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101615124	101616766	101615124	101615467	101616671	101616766
13874	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616671	101617148	101616671	101616766	101617066	101617148
13875	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616671	101617148	101616671	101616766	101617072	101617148
13876	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101616861	101617584	101616861	101617148	101617502	101617584
13877	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101617282	101617618	101617282	101617370	101617502	101617618
13878	"ENSG00000198960.11"	"ARMCX6"	chrX	-	101617490	101617910	101617490	101617584	101617884	101617910
13879	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391494	101391822	101391494	101391564	101391754	101391822
13880	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391754	101392095	101391754	101391822	101392016	101392095
13881	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391754	101392095	101391754	101391822	101392049	101392095
13882	"ENSG00000241343.10"	"RPL36A"	chrX	+	101391458	101391969	101391458	101391564	101391721	101391969
13883	"ENSG00000241343.10"	"RPL36A"	chrX	+	101391458	101391969	101391458	101391564	101391759	101391969
13884	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395641	101395334	101395457	101395569	101395641
13885	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395299	101395786	101395299	101395457	101395727	101395786
13886	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395793	101395334	101395457	101395734	101395793
13887	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395793	101395334	101395457	101395742	101395793
13888	"ENSG00000198910.14"	"L1CAM"	chrX	-	153863476	153863969	153863476	153863549	153863710	153863969
13889	"ENSG00000198910.14"	"L1CAM"	chrX	-	153864321	153864695	153864321	153864477	153864584	153864695
13890	"ENSG00000198910.14"	"L1CAM"	chrX	-	153869802	153870173	153869802	153869934	153870055	153870173
13891	"ENSG00000198910.14"	"L1CAM"	chrX	-	153870055	153870492	153870055	153870240	153870387	153870492
13892	"ENSG00000198910.14"	"L1CAM"	chrX	-	153872151	153872637	153872151	153872354	153872591	153872637
13893	"ENSG00000147180.17"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247531	85247651
13894	"ENSG00000147180.17"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247072	85247546	85247651
13895	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84186762	84187191	84186762	84186874	84187064	84187191
13896	"ENSG00000165240.22"	"ATP7A"	chrX	+	77988241	77990275	77988241	77988731	77989907	77990275
13897	"ENSG00000102390.12"	"PBDC1"	chrX	+	76174889	76175187	76174889	76174949	76175087	76175187
13898	"ENSG00000229807.14"	"XIST"	chrX	-	73826114	73827984	73826114	73826293	73826737	73827984
13899	"ENSG00000285547.1"	"ENSG00000285547"	chrX	-	72462003	72462442	72462003	72462098	72462361	72462442
13900	"ENSG00000125931.11"	"CITED1"	chrX	-	72306476	72306907	72306476	72306495	72306857	72306907
13901	"ENSG00000147133.18"	"TAF1"	chrX	+	71421047	71421376	71421047	71421224	71421308	71421376
13902	"ENSG00000147133.18"	"TAF1"	chrX	+	71423116	71424066	71423116	71423358	71423973	71424066
13903	"ENSG00000147140.17"	"NONO"	chrX	+	71283191	71283721	71283191	71283441	71283614	71283721
13904	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71297853	71297587	71297677	71297835	71297853
13905	"ENSG00000147140.17"	"NONO"	chrX	+	71297376	71297938	71297376	71297461	71297853	71297938
13906	"ENSG00000147140.17"	"NONO"	chrX	+	71297587	71298508	71297587	71298078	71298468	71298508
13907	"ENSG00000147140.17"	"NONO"	chrX	+	71297376	71298508	71297376	71297461	71298473	71298508
13908	"ENSG00000147140.17"	"NONO"	chrX	+	71297360	71298508	71297360	71297853	71298477	71298508
13909	"ENSG00000147140.17"	"NONO"	chrX	+	71298470	71298816	71298470	71298508	71298706	71298816
13910	"ENSG00000147140.17"	"NONO"	chrX	+	71298477	71298841	71298477	71298508	71298728	71298841
13911	"ENSG00000147140.17"	"NONO"	chrX	+	71298477	71298841	71298477	71298508	71298730	71298841
13912	"ENSG00000147130.14"	"ZMYM3"	chrX	-	71245667	71246095	71245667	71245842	71245985	71246095
13913	"ENSG00000147130.14"	"ZMYM3"	chrX	-	71249200	71249679	71249200	71249311	71249460	71249679
13914	"ENSG00000184634.17"	"MED12"	chrX	+	71125662	71126142	71125662	71125713	71126035	71126142
13915	"ENSG00000184634.17"	"MED12"	chrX	+	71127106	71127386	71127106	71127132	71127335	71127386
13916	"ENSG00000184634.17"	"MED12"	chrX	+	71141894	71142324	71141894	71141964	71142174	71142324
13917	"ENSG00000082458.12"	"DLG3"	chrX	+	70500470	70500989	70500470	70500580	70500871	70500989
13918	"ENSG00000090889.12"	"KIF4A"	chrX	+	70290256	70290578	70290256	70290335	70290437	70290578
13919	"ENSG00000090889.12"	"KIF4A"	chrX	+	70301918	70302398	70301918	70302066	70302303	70302398
13920	"ENSG00000090889.12"	"KIF4A"	chrX	+	70302303	70302626	70302303	70302398	70302580	70302626
13921	"ENSG00000090889.12"	"KIF4A"	chrX	+	70395385	70395826	70395385	70395531	70395670	70395826
13922	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286594	70287116	70286594	70286768	70286985	70287116
13923	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286594	70287116	70286594	70286798	70286985	70287116
13924	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286891	70287354	70286891	70287116	70287275	70287354
13925	"ENSG00000120509.12"	"PDZD11"	chrX	-	70288116	70288511	70288116	70288173	70288429	70288511
13926	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289520	70289593
13927	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289552	70289593
13928	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289621	70289254	70289354	70289611	70289621
13929	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289520	70289913	70289520	70289593	70289859	70289913
13930	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289520	70289945	70289520	70289621	70289859	70289945
13931	"ENSG00000089289.16"	"IGBP1"	chrX	+	70148568	70148840	70148568	70148650	70148760	70148840
13932	"ENSG00000130052.14"	"STARD8"	chrX	+	68665179	68665532	68665179	68665285	68665498	68665532
13933	"ENSG00000131080.15"	"EDA2R"	chrX	-	66599768	66600095	66599768	66599866	66600038	66600095
13934	"ENSG00000102316.17"	"MAGED2"	chrX	+	54810820	54811129	54810820	54810994	54811045	54811129
13935	"ENSG00000102316.17"	"MAGED2"	chrX	+	54811573	54812040	54811573	54811653	54811956	54812040
13936	"ENSG00000102316.17"	"MAGED2"	chrX	+	54811956	54812251	54811956	54812040	54812156	54812251
13937	"ENSG00000102316.17"	"MAGED2"	chrX	+	54812944	54813240	54812944	54813024	54813117	54813240
13938	"ENSG00000130119.17"	"GNL3L"	chrX	+	54539039	54539500	54539039	54539101	54539439	54539500
13939	"ENSG00000130119.17"	"GNL3L"	chrX	+	54542990	54543342	54542990	54543038	54543145	54543342
13940	"ENSG00000130119.17"	"GNL3L"	chrX	+	54542990	54543342	54542990	54543038	54543206	54543342
13941	"ENSG00000130119.17"	"GNL3L"	chrX	+	54550635	54551050	54550635	54550709	54550962	54551050
13942	"ENSG00000130119.17"	"GNL3L"	chrX	+	54550635	54551050	54550635	54550720	54550962	54551050
13943	"ENSG00000130119.17"	"GNL3L"	chrX	+	54551567	54551969	54551567	54551742	54551831	54551969
13944	"ENSG00000086758.17"	"HUWE1"	chrX	-	53536146	53536490	53536146	53536252	53536379	53536490
13945	"ENSG00000086758.17"	"HUWE1"	chrX	-	53546435	53546808	53546435	53546592	53546703	53546808
13946	"ENSG00000086758.17"	"HUWE1"	chrX	-	53551996	53552441	53551996	53552073	53552310	53552441
13947	"ENSG00000086758.17"	"HUWE1"	chrX	-	53561755	53562193	53561755	53561924	53562110	53562193
13948	"ENSG00000086758.17"	"HUWE1"	chrX	-	53586489	53586918	53586489	53586571	53586781	53586918
13949	"ENSG00000086758.17"	"HUWE1"	chrX	-	53648211	53648619	53648211	53648310	53648572	53648619
13950	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431390	53431797	53431906
13951	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431475	53431797	53431906
13952	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431558	53431797	53431906
13953	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431992	53432322	53431992	53432116	53432246	53432322
13954	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53432246	53432768	53432246	53432411	53432722	53432768
13955	"ENSG00000126012.14"	"KDM5C"	chrX	-	53193206	53193636	53193206	53193332	53193436	53193636
13956	"ENSG00000126012.14"	"KDM5C"	chrX	-	53194933	53195410	53194933	53195068	53195230	53195410
13957	"ENSG00000126012.14"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198628	53198763	53198888
13958	"ENSG00000126012.14"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198839	53198888
13959	"ENSG00000126012.14"	"KDM5C"	chrX	-	53198839	53199158	53198839	53198888	53198976	53199158
13960	"ENSG00000126012.14"	"KDM5C"	chrX	-	53201549	53201996	53201549	53201744	53201853	53201996
13961	"ENSG00000126012.14"	"KDM5C"	chrX	-	53210413	53210781	53210413	53210576	53210675	53210781
13962	"ENSG00000126012.14"	"KDM5C"	chrX	-	53218265	53218712	53218265	53218398	53218563	53218712
13963	"ENSG00000196998.19"	"WDR45"	chrX	-	49075212	49075659	49075212	49075281	49075363	49075659
13964	"ENSG00000196998.19"	"WDR45"	chrX	-	49075218	49075659	49075218	49075293	49075363	49075659
13965	"ENSG00000196998.19"	"WDR45"	chrX	-	49075358	49075659	49075358	49075465	49075544	49075659
13966	"ENSG00000196998.19"	"WDR45"	chrX	-	49075363	49075659	49075363	49075423	49075544	49075659
13967	"ENSG00000196998.19"	"WDR45"	chrX	-	49075363	49075659	49075363	49075453	49075544	49075659
13968	"ENSG00000196998.19"	"WDR45"	chrX	-	49075843	49076275	49075843	49075945	49076190	49076275
13969	"ENSG00000196998.19"	"WDR45"	chrX	-	49075843	49076275	49075843	49075978	49076190	49076275
13970	"ENSG00000196998.19"	"WDR45"	chrX	-	49076507	49076917	49076507	49076524	49076616	49076917
13971	"ENSG00000196998.19"	"WDR45"	chrX	-	49076429	49076917	49076429	49076524	49076644	49076917
13972	"ENSG00000196998.19"	"WDR45"	chrX	-	49076644	49076890	49076644	49076750	49076850	49076890
13973	"ENSG00000196998.19"	"WDR45"	chrX	-	49077486	49077934	49077486	49077747	49077836	49077934
13974	"ENSG00000196998.19"	"WDR45"	chrX	-	49077652	49077934	49077652	49077747	49077884	49077934
13975	"ENSG00000196998.19"	"WDR45"	chrX	-	49077836	49078219	49077836	49077911	49078040	49078219
13976	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061877	49062325	49061877	49062001	49062234	49062325
13977	"ENSG00000068323.17"	"TFE3"	chrX	-	49033135	49033540	49033135	49033181	49033464	49033540
13978	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976363	48975154	48975294	48976017	48976363
13979	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976363	48975154	48975324	48976017	48976363
13980	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48978304	48978726	48978304	48978435	48978633	48978726
13981	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48989610	48989881	48989610	48989710	48989834	48989881
13982	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48993427	48994204	48993427	48993578	48993807	48994204
